sample	library	run	r1_file	r2_file	reads_raw_r1	reads_raw_r2	reads_primers_fwd	reads_primers_rvs	reads_filtered_fwd	reads_filtered_rvs	reads_tabled	reads_chimera_checked	reads_tax.length_filtered
NC1-21-A	NC1-21-A	1	NC1-21-A_S336_L001_R1_001.fastq.gz	NC1-21-A_S336_L001_R2_001.fastq.gz	5398	5398	5293	5293	166	166	68	68	68
NC1-21-B	NC1-21-B	1	NC1-21-B_S404_L001_R1_001.fastq.gz	NC1-21-B_S404_L001_R2_001.fastq.gz	340	340	334	334	164	164	27	27	27
NC1-21-C	NC1-21-C	1	NC1-21-C_S472_L001_R1_001.fastq.gz	NC1-21-C_S472_L001_R2_001.fastq.gz	177	177	174	174	142	142	57	57	57
NC1-3-A	NC1-3-A	2	NC1-3-A_S354_L001_R1_001.fastq.gz	NC1-3-A_S354_L001_R2_001.fastq.gz	531	531	523	523	486	486	261	261	261
NC1-3-B	NC1-3-B	2	NC1-3-B_S437_L001_R1_001.fastq.gz	NC1-3-B_S437_L001_R2_001.fastq.gz	415	415	410	410	378	378	152	152	152
NC1-3-C	NC1-3-C	2	NC1-3-C_S520_L001_R1_001.fastq.gz	NC1-3-C_S520_L001_R2_001.fastq.gz	1962	1962	1922	1922	620	620	308	302	302
NC2-2-A	NC2-2-A	2	NC2-2-A_S90_L001_R1_001.fastq.gz	NC2-2-A_S90_L001_R2_001.fastq.gz	9215	9215	8973	8973	8249	8249	7682	7682	7546
NC2-2-B	NC2-2-B	2	NC2-2-B_S93_L001_R1_001.fastq.gz	NC2-2-B_S93_L001_R2_001.fastq.gz	727	727	713	713	662	662	353	351	351
NC2-2-C	NC2-2-C	2	NC2-2-C_S184_L001_R1_001.fastq.gz	NC2-2-C_S184_L001_R2_001.fastq.gz	3047	3047	2981	2981	664	664	263	263	263
NC2-20-A	NC2-20-A	1	NC2-20-A_S95_L001_R1_001.fastq.gz	NC2-20-A_S95_L001_R2_001.fastq.gz	16775	16775	16517	16517	578	578	172	172	172
NC2-20-B	NC2-20-B	1	NC2-20-B_S191_L001_R1_001.fastq.gz	NC2-20-B_S191_L001_R2_001.fastq.gz	532	532	497	497	457	457	198	196	196
NC2-20-C	NC2-20-C	1	NC2-20-C_S287_L001_R1_001.fastq.gz	NC2-20-C_S287_L001_R2_001.fastq.gz	597	597	566	566	395	395	131	131	131
NC2-21-A	NC2-21-A	1	NC2-21-A_S355_L001_R1_001.fastq.gz	NC2-21-A_S355_L001_R2_001.fastq.gz	485	485	470	470	402	402	105	105	105
NC2-21-B	NC2-21-B	1	NC2-21-B_S423_L001_R1_001.fastq.gz	NC2-21-B_S423_L001_R2_001.fastq.gz	535	535	525	525	432	432	150	150	150
NC2-21-C	NC2-21-C	1	NC2-21-C_S491_L001_R1_001.fastq.gz	NC2-21-C_S491_L001_R2_001.fastq.gz	567	567	555	555	349	349	71	69	69
NC2-3-A	NC2-3-A	2	NC2-3-A_S355_L001_R1_001.fastq.gz	NC2-3-A_S355_L001_R2_001.fastq.gz	493	493	491	491	470	470	211	211	211
NC2-3-B	NC2-3-B	2	NC2-3-B_S438_L001_R1_001.fastq.gz	NC2-3-B_S438_L001_R2_001.fastq.gz	556	556	550	550	452	452	233	229	229
NC2-3-C	NC2-3-C	2	NC2-3-C_S521_L001_R1_001.fastq.gz	NC2-3-C_S521_L001_R2_001.fastq.gz	1641	1641	1622	1622	682	682	342	342	342
PC1-2-A	PC1-2-A	2	PC1-2-A_S91_L001_R1_001.fastq.gz	PC1-2-A_S91_L001_R2_001.fastq.gz	60059	60059	59208	59208	58629	58629	57725	57725	57725
PC1-2-B	PC1-2-B	2	PC1-2-B_S94_L001_R1_001.fastq.gz	PC1-2-B_S94_L001_R2_001.fastq.gz	29644	29644	29198	29198	28794	28794	28150	28150	28150
PC1-2-C	PC1-2-C	2	PC1-2-C_S185_L001_R1_001.fastq.gz	PC1-2-C_S185_L001_R2_001.fastq.gz	26383	26383	25964	25964	25585	25585	25090	25090	25090
PC1-20-A	PC1-20-A	1	PC1-20-A_S96_L001_R1_001.fastq.gz	PC1-20-A_S96_L001_R2_001.fastq.gz	22107	22107	21231	21231	20936	20936	20294	20279	20279
PC1-20-B	PC1-20-B	1	PC1-20-B_S192_L001_R1_001.fastq.gz	PC1-20-B_S192_L001_R2_001.fastq.gz	20221	20221	19343	19343	19053	19053	18416	18414	18414
PC1-20-C	PC1-20-C	1	PC1-20-C_S288_L001_R1_001.fastq.gz	PC1-20-C_S288_L001_R2_001.fastq.gz	27722	27722	26748	26748	26436	26436	25847	25840	25840
PC1-21-A	PC1-21-A	1	PC1-21-A_S356_L001_R1_001.fastq.gz	PC1-21-A_S356_L001_R2_001.fastq.gz	32411	32411	31847	31847	31274	31274	30202	30199	30199
PC1-21-B	PC1-21-B	1	PC1-21-B_S424_L001_R1_001.fastq.gz	PC1-21-B_S424_L001_R2_001.fastq.gz	21770	21770	21447	21447	21086	21086	20341	20340	20340
PC1-21-C	PC1-21-C	1	PC1-21-C_S492_L001_R1_001.fastq.gz	PC1-21-C_S492_L001_R2_001.fastq.gz	46700	46700	45979	45979	45355	45355	44400	44366	44366
PC1-3-A	PC1-3-A	2	PC1-3-A_S356_L001_R1_001.fastq.gz	PC1-3-A_S356_L001_R2_001.fastq.gz	13883	13883	13674	13674	13555	13555	12774	12774	12774
PC1-3-B	PC1-3-B	2	PC1-3-B_S439_L001_R1_001.fastq.gz	PC1-3-B_S439_L001_R2_001.fastq.gz	19031	19031	18781	18781	18548	18548	17734	17733	17733
PC1-3-C	PC1-3-C	2	PC1-3-C_S522_L001_R1_001.fastq.gz	PC1-3-C_S522_L001_R2_001.fastq.gz	43957	43957	43358	43358	42788	42788	41107	41106	41106
